,index,comment,n_star,date_time,label,segmented_comment
2970,2970,Máy mượt vân tay cảm_biến nhanh PIN tạm ổn màn_hình đẹp xem youtube nét nói_chung hơn a31 một_chút,5,22/07/2020,{SCREEN#Positive};{BATTERY#Neutral};{PERFORMANCE#Positive};,Máy mượt vân tay cảm_biến nhanh PIN tạm ổn màn_hình đẹp xem youtube nét nói_chung hơn a31 một_chút
2971,2971,Sao máy bị lỗi camera nhiều lúc cứ phải khởi_động lại máy thôi khó chịu.vs lại pin cũng ko trâu như là mk nghĩ,3,8/5/2020,{CAMERA#Negative};{BATTERY#Negative};,Sao máy bị lỗi camera nhiều lúc cứ phải khởi_động lại máy thôi khó chịu.vs lại pin cũng ko trâu như là mk nghĩ
2972,2972,"Mình cũng mới nhận hàng vào chiều ngày hôm_qua . Nói_chung con A51 Xuất_sắc lắm mọi người ạ . Nhân_viên tại TGDĐ : 1014 Tỉnh_Lộ 8 , Ấp 12 xã Tân_Thạnh Đông , Củ_Chi , TP. HCM thì rất vui_vẻ , nhiệt_tình , hướng_dẫn khách_hàng làm thủ_tục nhận máy nhanh_chóng ... TRIỆU ",5,28/12/2019,{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};,"Mình cũng mới nhận hàng vào chiều ngày hôm_qua . Nói_chung con A51 Xuất_sắc lắm mọi người ạ . Nhân_viên tại TGDĐ : 1014 Tỉnh_Lộ 8 , Ấp 12 xã Tân_Thạnh Đông , Củ_Chi , TP. HCM thì rất vui_vẻ , nhiệt_tình , hướng_dẫn khách_hàng làm thủ_tục nhận máy nhanh_chóng ... TRIỆU "
2973,2973,Mình mới mua note 10lite mình là tài_xế sao dây sạc nó ko dùng chung cổng USB dc hai đầu giống nhau làm_sao sạc dc sạc dự_phòng mọi người cho mình hỏi có đầu chuyển để mình xài sạc dự_phòng dc ko thanks,5,3 tuần trước,{OTHERS};,Mình mới mua note 10lite mình là tài_xế sao dây sạc nó ko dùng chung cổng USB dc hai đầu giống nhau làm_sao sạc dc sạc dự_phòng mọi người cho mình hỏi có đầu chuyển để mình xài sạc dự_phòng dc ko thanks
2974,2974,"Nếu gia_đình có nhu_cầu thì tậu ngay e này . Đã rẻ lại có tặng kèm tai nghe , sẽ ủng_hộ hàng Việt - ủng_hộ Vinsmart",5,2 tuần trước,{PRICE#Positive};{GENERAL#Positive};{SER&ACC#Positive};,"Nếu gia_đình có nhu_cầu thì tậu ngay e này . Đã rẻ lại có tặng kèm tai nghe , sẽ ủng_hộ hàng Việt - ủng_hộ Vinsmart"
2975,2975,"Mua về sài mới được 24 ngày thì pin còn 99% , Trong khi đó mình chỉ sạc khi hết pin chứ không phải vừa sạc vừa chơi còn lại mọi thứ trên đt đều tốt hết",4,3 tuần trước,{BATTERY#Negative};{GENERAL#Positive};,"Mua về sài mới được 24 ngày thì pin còn 99% , Trong khi đó mình chỉ sạc khi hết pin chứ không phải vừa sạc vừa chơi còn lại mọi thứ trên đt đều tốt hết"
2976,2976,Máy mình bị rè loa trong mà_còn bh tại TGDĐ . đem đi bh ko biết khi nào lấy được,4,15/01/2020,{FEATURES#Negative};{SER&ACC#Neutral};,Máy mình bị rè loa trong mà_còn bh tại TGDĐ . đem đi bh ko biết khi nào lấy được
2977,2977,Máy bắt mạng kém cực_kỳ sài chỉ muốn đập mua xong bây h chỉ muốn đổi liền ngay và luôn,2,16/06/2020,{FEATURES#Negative};{OTHERS};,Máy bắt mạng kém cực_kỳ sài chỉ muốn đập mua xong bây h chỉ muốn đổi liền ngay và luôn
2978,2978,"Đi đi_lại lại 3 lần đến ĐMX mới có máy , Nhân_viên ở ĐMX Hà_Trung Thanh_Hoá khá nhiệt_tình và thân_thiện , tuy là bị lỡ hẹn đến lần thứ 3 nhưng do thái_độ dễ_chịu nên cũng được ^ ^ Máy thì dùng ngon , cầm đầm tay , chip 660 thì khỏi nói rồi , chơi game mượt vờ lêu , pin dùng ổn , nếu ko chơi game thì dùng được hơn 2 ngày , màn_hình nét , nói_chung là khuyên anh_em nên mua con này",5,3/5/2019,{SCREEN#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Neutral};,"Đi đi_lại lại 3 lần đến ĐMX mới có máy , Nhân_viên ở ĐMX Hà_Trung Thanh_Hoá khá nhiệt_tình và thân_thiện , tuy là bị lỡ hẹn đến lần thứ 3 nhưng do thái_độ dễ_chịu nên cũng được ^ ^ Máy thì dùng ngon , cầm đầm tay , chip 660 thì khỏi nói rồi , chơi game mượt vờ lêu , pin dùng ổn , nếu ko chơi game thì dùng được hơn 2 ngày , màn_hình nét , nói_chung là khuyên anh_em nên mua con này"
2979,2979,"Camera cứ 1 2 ngày là treo không vô chụp hình được , hay dùng camera mà cứ bị treo thế_này muốn đập cái điện_thoại .",1,28/05/2020,{CAMERA#Negative};{PERFORMANCE#Negative};{OTHERS};,"Camera cứ 1 2 ngày là treo không vô chụp hình được , hay dùng camera mà cứ bị treo thế_này muốn đập cái điện_thoại ."
2980,2980,"Máy có kháng nước kháng bụi hả . Chuẩn mấy vậy . Đề_nghị cho câu trả_lời hợp_lý , ................ các bạn sử_dụng thấy máy thế_nào . Tui xài thì OK đấy . Tốt trong tầm giá . Nếu là 4g ram . Full_HD . Sạc nhanh nữa là tốt . Mà Nokia này ra sản_phẩm chậm quá . Hóng mãi ko thấy máy tốt ra_đời",5,14/07/2020,{SCREEN#Negative};{BATTERY#Negative};{PERFORMANCE#Negative};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Negative};{OTHERS};,"Máy có kháng nước kháng bụi hả . Chuẩn mấy vậy . Đề_nghị cho câu trả_lời hợp_lý , ................ các bạn sử_dụng thấy máy thế_nào . Tui xài thì OK đấy . Tốt trong tầm giá . Nếu là 4g ram . Full_HD . Sạc nhanh nữa là tốt . Mà Nokia này ra sản_phẩm chậm quá . Hóng mãi ko thấy máy tốt ra_đời"
2981,2981,"Mình mua km 3490k về sử_dụng thây rất ổn trong tầm giá này . Mình k quan_trọng camera nên thấy chụp ổn , chơi game thì mượt . Pin sạc nhanh , tuột pin chậm.màng hình rực_rỡ đẹp , thêm cái tràng viền k có camera nên nhìu rất đã . Có cái loa không đc lớn lắm.Nói chung trong tầm giá này mình rất hài_lòng",5,3 tuần trước,{CAMERA#Positive};{FEATURES#Negative};{PERFORMANCE#Positive};{PRICE#Positive};{GENERAL#Positive};,"Mình mua km 3490k về sử_dụng thây rất ổn trong tầm giá này . Mình k quan_trọng camera nên thấy chụp ổn , chơi game thì mượt . Pin sạc nhanh , tuột pin chậm.màng hình rực_rỡ đẹp , thêm cái tràng viền k có camera nên nhìu rất đã . Có cái loa không đc lớn lắm.Nói chung trong tầm giá này mình rất hài_lòng"
2982,2982,Không có gì ngoài 2 từ tuyệt_vời từ chụp hình tới vóc_dáng xem phim pin trâu tất_cả đều ổn,5,8/4/2020,{BATTERY#Positive};{DESIGN#Positive};{GENERAL#Positive};,Không có gì ngoài 2 từ tuyệt_vời từ chụp hình tới vóc_dáng xem phim pin trâu tất_cả đều ổn
2983,2983,"Pin tốt có sạc nhanh 18w came cũng ổn 6gb giá 4tr quá ổn cho hàng việt_nam , loa hơi bé 1 chút thôi",5,24/02/2020,{CAMERA#Positive};{FEATURES#Negative};{BATTERY#Positive};{STORAGE#Neutral};{PRICE#Positive};{SER&ACC#Positive};,"Pin tốt có sạc nhanh 18w came cũng ổn 6gb giá 4tr quá ổn cho hàng việt_nam , loa hơi bé 1 chút thôi"
2984,2984,"Pin trâu , màn_hình lớn , xem youtube thoải_mái . Sử_dụng ok với tầm giá này . Sẽ giới_thiệu cho mọi người .",5,12/12/2019,{SCREEN#Positive};{BATTERY#Positive};{PRICE#Neutral};{GENERAL#Positive};{OTHERS};,"Pin trâu , màn_hình lớn , xem youtube thoải_mái . Sử_dụng ok với tầm giá này . Sẽ giới_thiệu cho mọi người ."
2985,2985,Tất_cả ok hết chỉ có pin tụt khá nhah khi k cài tiết_kiệm pin .... Mình dọc từ 9h tôi gần 14h hết 50% khi không cái tiệt kìm pin ... Max sáng ... Ol suốt ... Đêm nhận_diện khuôn_mặt cùng khá nhah khi không có ánh_sáng chỉ có nền dt . Bn ngày thj nhận_diện nhanh . Mới mua lúc sáng dọc dc v thời ... H dag test chế_độ tiệt kìm pin ... Àk mà bắt wf cùng khá ổn ạ ... Mấy b xem_lại wf mình dag xài đi ạ,5,14/06/2019,{SCREEN#Positive};{FEATURES#Positive};{BATTERY#Negative};{GENERAL#Positive};{OTHERS};,Tất_cả ok hết chỉ có pin tụt khá nhah khi k cài tiết_kiệm pin .... Mình dọc từ 9h tôi gần 14h hết 50% khi không cái tiệt kìm pin ... Max sáng ... Ol suốt ... Đêm nhận_diện khuôn_mặt cùng khá nhah khi không có ánh_sáng chỉ có nền dt . Bn ngày thj nhận_diện nhanh . Mới mua lúc sáng dọc dc v thời ... H dag test chế_độ tiệt kìm pin ... Àk mà bắt wf cùng khá ổn ạ ... Mấy b xem_lại wf mình dag xài đi ạ
2986,2986,Máy đẹp loa nghe to có hơi nhỏ 1 chút so với 11 pro max cấu_hình chơi được game con rắn . Nhân_viên nhiệt_tình nên mua,3,9/2/2020,{FEATURES#Neutral};{PERFORMANCE#Neutral};{DESIGN#Positive};,Máy đẹp loa nghe to có hơi nhỏ 1 chút so với 11 pro max cấu_hình chơi được game con rắn . Nhân_viên nhiệt_tình nên mua
2987,2987,"Mới mua 2 ngày , cảm_nhận mọi thứ đều ổn , riêng pin thấy không hài_lòng , tuột pin nhanh kinh_khủng . Pin 5000 mà cứ như pin 3000 .",4,17/02/2020,{BATTERY#Negative};{GENERAL#Positive};,"Mới mua 2 ngày , cảm_nhận mọi thứ đều ổn , riêng pin thấy không hài_lòng , tuột pin nhanh kinh_khủng . Pin 5000 mà cứ như pin 3000 ."
2988,2988,"Máy hay bị lỗi đứng máy phải khởi_động lại . Còn lại dùng tốt , pin trâu , chơi game mượt , tiếc là không có ghi_âm cuộc_gọi .",4,20/04/2020,{FEATURES#Negative};{BATTERY#Positive};{PERFORMANCE#Neutral};{GENERAL#Positive};,"Máy hay bị lỗi đứng máy phải khởi_động lại . Còn lại dùng tốt , pin trâu , chơi game mượt , tiếc là không có ghi_âm cuộc_gọi ."
2989,2989,"Mua về dùng mới 1w mà bị lỗi màn_hình , lỗi điện_thoại , lỗi máy_ảnh , lỗi đèn flash .. ức_chế thật_sự",3,15/04/2020,{SCREEN#Negative};{CAMERA#Negative};{FEATURES#Negative};{GENERAL#Negative};,"Mua về dùng mới 1w mà bị lỗi màn_hình , lỗi điện_thoại , lỗi máy_ảnh , lỗi đèn flash .. ức_chế thật_sự"
2990,2990,Sài được 2 tuần thấy ok lắm.k tới nỗi mấy bạn cmt . Nói_chung đến h vẫn đang còn mượt_mà : D,5,30/01/2020,{PERFORMANCE#Positive};{GENERAL#Positive};{OTHERS};,Sài được 2 tuần thấy ok lắm.k tới nỗi mấy bạn cmt . Nói_chung đến h vẫn đang còn mượt_mà : D
2991,2991,"tệ quá , máy không nhanh , cấu_hình cũng không cao , giá lại mắc , chất_lượng hoàn_thiện chưa tốt .",1,6 ngày trước,{PERFORMANCE#Negative};{PRICE#Negative};{GENERAL#Negative};,"tệ quá , máy không nhanh , cấu_hình cũng không cao , giá lại mắc , chất_lượng hoàn_thiện chưa tốt ."
2992,2992,Dùng chán lắm . Vân tay kém . Wifi bắt kém . Dùng đc 1 tháng mà chán . Tự đông sáng màn_hình và tự vào google . Đéo hiểu tại_sao,1,12/2/2020,{FEATURES#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};{OTHERS};,Dùng chán lắm . Vân tay kém . Wifi bắt kém . Dùng đc 1 tháng mà chán . Tự đông sáng màn_hình và tự vào google . Đéo hiểu tại_sao
2993,2993,"Máy dùng rất tốt . Chơi game rất mượt , pin trâu hơn chút nữa thì ngon , nói_chung là ok",4,6/9/2018,{FEATURES#Negative};{PERFORMANCE#Positive};{GENERAL#Positive};,"Máy dùng rất tốt . Chơi game rất mượt , pin trâu hơn chút nữa thì ngon , nói_chung là ok"
2994,2994,"Máy này thực_sự sài lâu mỏi_mắt hại mắt lướt fb ko mượt cảm_giác vấp , mua thế_giới di_động sài 3 ngày mang trả lại mất_toi 1tr",1,20/11/2019,{SCREEN#Negative};{PERFORMANCE#Negative};{SER&ACC#Negative};,"Máy này thực_sự sài lâu mỏi_mắt hại mắt lướt fb ko mượt cảm_giác vấp , mua thế_giới di_động sài 3 ngày mang trả lại mất_toi 1tr"
2995,2995,"Sản phầm dùng ổn , với giá_thành này thì thi_thoảng chậm và lag là điều bình_thường .",4,8/2/2020,{PERFORMANCE#Negative};{PRICE#Positive};{GENERAL#Positive};,"Sản phầm dùng ổn , với giá_thành này thì thi_thoảng chậm và lag là điều bình_thường ."
2996,2996,Sản_phẩm rất tốt.nhung pin tụt rất nhanh . cau hình mạnh.tuy nhiên lâu_lâu bị giật một cái,5,7/7/2019,{BATTERY#Negative};{PERFORMANCE#Neutral};{GENERAL#Positive};,Sản_phẩm rất tốt.nhung pin tụt rất nhanh . cau hình mạnh.tuy nhiên lâu_lâu bị giật một cái
2997,2997,Mọi người ơi nếu ai muốn mua đt ở tầm giá này nên chọn các dòng khác mình đã và đang sử_dụng con vivo u10 này sai_lầm máy mới mua mà lỗi r màn_hình chóp chóp bắt wifi yếu chơi game thì lỗi như điện_thoại xài lâu vậy mọi người à cấu_hình thì để trên trời lúc trải_nghiệm thì tệ chụp hình thì xấu mờ . mọi người à xài khó_chịu lắm mình muốn góp_ý để mọi người không phải sai_lầm như mình,1,2/5/2020,{SCREEN#Negative};{FEATURES#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};{OTHERS};,Mọi người ơi nếu ai muốn mua đt ở tầm giá này nên chọn các dòng khác mình đã và đang sử_dụng con vivo u10 này sai_lầm máy mới mua mà lỗi r màn_hình chóp chóp bắt wifi yếu chơi game thì lỗi như điện_thoại xài lâu vậy mọi người à cấu_hình thì để trên trời lúc trải_nghiệm thì tệ chụp hình thì xấu mờ . mọi người à xài khó_chịu lắm mình muốn góp_ý để mọi người không phải sai_lầm như mình
2998,2998,"Mua máy hôm 17/7 , máy mượt , pin xạc nhanh . Không biết máy lỗi ntn nhưng lướt trong khoang 30p là máy nóng . Để máy qua đêm ở chế_độ không hoạt_động không cầm pin ( tụt 2 _ 3% ) . Máy mới như_vậy có bị lỗi không amin ? ? ?",3,27/07/2020,{BATTERY#Neutral};{PERFORMANCE#Neutral};{OTHERS};,"Mua máy hôm 17/7 , máy mượt , pin xạc nhanh . Không biết máy lỗi ntn nhưng lướt trong khoang 30p là máy nóng . Để máy qua đêm ở chế_độ không hoạt_động không cầm pin ( tụt 2 _ 3% ) . Máy mới như_vậy có bị lỗi không amin ? ? ?"
2999,2999,"Máy pin trâu wfi khoẻ nói_chung là rất tốt , nhân_viên nam thế_giới Di_Động ở ngã tư Phú_Khương bến_tre rất dễ_thương , nhân_viên nữ cực_kỳ xinh_xắn ăn_nói rất dịu_dàng",5,4/8/2020,{FEATURES#Positive};{BATTERY#Positive};{SER&ACC#Positive};,"Máy pin trâu wfi khoẻ nói_chung là rất tốt , nhân_viên nam thế_giới Di_Động ở ngã tư Phú_Khương bến_tre rất dễ_thương , nhân_viên nữ cực_kỳ xinh_xắn ăn_nói rất dịu_dàng"
3000,3000,Không đáng để mua trong thời_điểm này vì còn những điện_thoại khác ngon hơn.Xài 1 tháng hiện_tượng lang xảy ra rất nhiều ...,1,3/11/2019,{PERFORMANCE#Negative};{GENERAL#Negative};,Không đáng để mua trong thời_điểm này vì còn những điện_thoại khác ngon hơn.Xài 1 tháng hiện_tượng lang xảy ra rất nhiều ...
3001,3001,"Sản_phẩm đẹp chụp hình đẹp , pin trâu , rất ok trong tầm giá , lần đầu dùng vivo không làm mình thất_vọng",5,9/8/2020,{CAMERA#Positive};{BATTERY#Positive};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};,"Sản_phẩm đẹp chụp hình đẹp , pin trâu , rất ok trong tầm giá , lần đầu dùng vivo không làm mình thất_vọng"
3002,3002,"Sao ko tải đc bản vá tháng 5 , e sai vos 2,5 . Báo là lỗi xác_thực và không co chỉ_dẫn nào khác",3,28/05/2020,{OTHERS};,"Sao ko tải đc bản vá tháng 5 , e sai vos 2,5 . Báo là lỗi xác_thực và không co chỉ_dẫn nào khác"
3003,3003,"Máy mới mua tầm 2 tháng pin xạc đến 77% là ko vô nữa , loa nhỏ nghe nhạc ko hay bằng samsung Nhanh hết pin mặc_dù dung_lượng pin lớn Ai mua dòng này nên cân_nhắc kỹ nhé",3,7/5/2020,{FEATURES#Negative};{BATTERY#Negative};{OTHERS};,"Máy mới mua tầm 2 tháng pin xạc đến 77% là ko vô nữa , loa nhỏ nghe nhạc ko hay bằng samsung Nhanh hết pin mặc_dù dung_lượng pin lớn Ai mua dòng này nên cân_nhắc kỹ nhé"
3004,3004,Được Gia_đình mua cho con redmi note 7 cũng đc 1 tháng lúc đầu mua về sài đc 1 tuần thì tình_trạng tự ngắt wifi và dùng được 2 3 tuần thì pin tụt hơi nhanh so với lúc mới mua và tình_trạng tự ngắt wifi cứ liên_tục xẩy ra khởi_động máy thì nó vẫn v,4,20/06/2019,{FEATURES#Negative};{BATTERY#Negative};,Được Gia_đình mua cho con redmi note 7 cũng đc 1 tháng lúc đầu mua về sài đc 1 tuần thì tình_trạng tự ngắt wifi và dùng được 2 3 tuần thì pin tụt hơi nhanh so với lúc mới mua và tình_trạng tự ngắt wifi cứ liên_tục xẩy ra khởi_động máy thì nó vẫn v
3005,3005,Vừa mua dc 2h tại Xuyên Mộc.thấy ok.nv nhiệt tình.mua chủ_yếu xem phim lướt we như_vậy là quá ngon rồi,5,28/05/2020,{GENERAL#Positive};{SER&ACC#Positive};,Vừa mua dc 2h tại Xuyên Mộc.thấy ok.nv nhiệt tình.mua chủ_yếu xem phim lướt we như_vậy là quá ngon rồi
